source,pulled_at,sgo_event_id,date,start_time_utc,week,away_team,home_team,market_spread_home,market_spread_open_home,market_spread_text,market_spread_book,market_spread_price,market_spread_last_update,market_best_home_spread_home,market_best_home_spread_text,market_best_home_spread_price,market_best_home_spread_book,market_best_away_spread_home,market_best_away_spread_text,market_best_away_spread_price,market_best_away_spread_book,market_total,market_total_open,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,market_best_over_total,market_best_over_price,market_best_over_book,market_best_under_total,market_best_under_price,market_best_under_book,market_home_moneyline,market_home_moneyline_book,market_away_moneyline,market_away_moneyline_book,market_books_available,market_price_status
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,TJ6DlzmPVDrSBTfxxVmG,2026-09-05,2026-09-05T23:30:00.000Z,1,Western Michigan,Michigan,-25.5,-26.5,Michigan -25.5,fanduel,-112,2026-07-03T00:15:22.288Z,-25.5,Michigan -25.5,-112,fanduel,-26.5,Western Michigan +26.5,-110,betmgm,46.5,47.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,46.5,-115,fanduel,47.5,-105,draftkings,-7000,fanduel,2000,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,rMHlsh9uyGQJHnyrq4eo,2026-09-05,2026-09-05T23:30:00.000Z,1,UL Monroe,Mississippi State,-28.5,-28.5,Mississippi State -28.5,betmgm,-110,2026-07-03T00:15:04.000Z,-28.5,Mississippi State -28.5,-110,betmgm,-28.5,UL Monroe +28.5,-110,betmgm,56.5,55.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,55.5,-106,caesars,56.5,-110,fanduel,-10000,fanduel,2400,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,vxeZPeAdUGI8dtMW1B7d,2026-09-05,2026-09-05T23:30:00.000Z,1,Clemson,LSU,-11.5,-11.5,LSU -11.5,fanduel,-110,2026-07-03T00:15:22.288Z,-11.5,LSU -11.5,-110,fanduel,-11.5,Clemson +11.5,-110,fanduel,50.5,50.0,fanduel,-110,-110,2026-07-03T00:15:22.288Z,49.5,-115,draftkings,50.5,-110,fanduel,-490,fanduel,365,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,ToQQRtL0qjnAmogJV2hn,2026-09-05,2026-09-05T23:45:00.000Z,1,Florida Atlantic,Florida,-26.5,-26.5,Florida -26.5,fanduel,-105,2026-07-03T00:15:22.288Z,-26.5,Florida -26.5,-105,fanduel,-26.5,Florida Atlantic +26.5,-115,fanduel,58.5,58.5,betmgm,-110,-110,2026-07-03T00:15:04.000Z,56.5,-118,draftkings,58.5,-110,betmgm,-4000,fanduel,1400,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,KUvjPeTJpsVjlkykfZLQ,2026-09-06,2026-09-06T02:00:00.000Z,1,Central Michigan,New Mexico,-12.5,-12.5,New Mexico -12.5,fanduel,-115,2026-07-03T00:15:22.288Z,-12.5,New Mexico -12.5,-115,fanduel,-12.5,Central Michigan +12.5,-105,fanduel,48.5,48.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,48.5,-110,fanduel,49.5,-108,draftkings,-600,fanduel,430,fanduel,"1xbet,betonline,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,WUmsJRPZFs2zuoOoxtcM,2026-09-06,2026-09-06T02:00:00.000Z,1,UNLV,Hawaii,2.5,1.5,UNLV -2.5,fanduel,-110,2026-07-03T00:15:22.288Z,2.5,Hawaii +2.5,-110,fanduel,1.5,UNLV -1.5,-108,draftkings,58.5,58.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,58.5,-110,caesars,58.5,-105,fanduel,110,fanduel,-132,fanduel,"1xbet,betonline,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,5YQ1dVIMxRp5wfxLUQ58,2026-09-06,2026-09-06T02:30:00.000Z,1,Western Kentucky,Nevada,2.5,3.0,Western Kentucky -2.5,fanduel,100,2026-07-03T00:15:22.288Z,3.0,Nevada +3,-108,draftkings,2.5,Western Kentucky -2.5,-122,fanduel,52.5,52.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,52.5,-115,fanduel,53.5,-118,draftkings,118,fanduel,-142,fanduel,"1xbet,betonline,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,C5ZhYNmlvzvlsvVS1QOG,2026-09-06,2026-09-06T02:30:00.000Z,1,UCLA,California,-1.5,-1.5,California -1.5,fanduel,-110,2026-07-03T00:15:22.288Z,-1.0,California -1,-112,caesars,-1.5,UCLA +1.5,-110,fanduel,54.5,54.0,fanduel,-110,-110,2026-07-03T00:15:22.288Z,53.5,-115,draftkings,54.5,-110,fanduel,-120,fanduel,100,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,GofL3r3jtxe0HDbnDdXB,2026-09-06,2026-09-06T20:00:00.000Z,1,Washington State,Washington,-21.5,-21.5,Washington -21.5,fanduel,-105,2026-07-03T00:15:22.288Z,-21.5,Washington -21.5,-105,fanduel,-21.5,Washington State +21.5,-115,fanduel,50.5,50.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,50.5,-112,draftkings,50.5,-110,fanduel,-2100,fanduel,1000,fanduel,"ballybet,betmgm,betonline,betparx,betrivers,bovada,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,FkwCzMlpJyoD1FXMMXdV,2026-09-06,2026-09-06T23:30:00.000Z,1,Wisconsin,Notre Dame,-20.5,-20.5,Notre Dame -20.5,fanduel,-110,2026-07-03T00:15:22.288Z,-20.5,Notre Dame -20.5,-110,fanduel,-20.5,Wisconsin +20.5,-110,fanduel,47.5,47.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,47.5,-112,caesars,47.5,-105,fanduel,-2000,fanduel,980,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,UT07SgbIqNfjdj3eh3BV,2026-09-06,2026-09-06T23:30:00.000Z,1,Louisville,Ole Miss,-6.5,-6.5,Ole Miss -6.5,fanduel,-110,2026-07-03T00:15:22.288Z,-6.5,Ole Miss -6.5,-110,fanduel,-6.5,Louisville +6.5,-110,fanduel,55.5,55.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,55.5,-110,caesars,55.5,-105,fanduel,-230,fanduel,188,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,draftkings,fanduel,grosvenor,hardrockbet,leovegas,livescorebet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,2O4LCAU0yn6jnyPhhdE6,2026-09-07,2026-09-07T23:30:00.000Z,1,SMU,Florida State,2.5,2.5,SMU -2.5,fanduel,-115,2026-07-03T00:15:22.288Z,2.5,Florida State +2.5,-115,fanduel,2.5,SMU -2.5,-105,fanduel,54.5,52.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,52.5,-115,caesars,54.5,-110,fanduel,100,fanduel,-120,fanduel,"1xbet,betmgm,betonline,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,pointsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,LWnu84ONVoodtcDuxGON,2026-09-12,2026-09-12T00:00:00.000Z,2,Missouri,Kansas,6.5,6.5,Missouri -6.5,fanduel,-108,2026-07-03T00:15:22.288Z,7.0,Kansas +7,-110,draftkings,6.5,Missouri -6.5,-112,fanduel,51.5,51.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,51.5,-110,fanduel,51.5,-110,fanduel,190,fanduel,-235,fanduel,"coolbet,draftkings,fanduel,hardrockbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,AH0pqoDo39T8h4SWooJU,2026-09-12,2026-09-12T16:00:00.000Z,2,Oklahoma,Michigan,-2.5,-2.5,Michigan -2.5,fanduel,-118,2026-07-03T00:15:22.288Z,-2.5,Michigan -2.5,-118,fanduel,-2.5,Oklahoma +2.5,-104,fanduel,45.5,45.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,45.5,-109,caesars,45.5,-110,fanduel,-146,fanduel,122,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betparx,betrivers,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,lHVm91DwSbOUDBgDUrAD,2026-09-12,2026-09-12T16:00:00.000Z,2,Arizona State,Texas A&M,-14.5,-14.5,Texas A&M -14.5,draftkings,-110,2026-07-03T00:13:41.000Z,-14.5,Texas A&M -14.5,-110,draftkings,-14.5,Arizona State +14.5,-110,draftkings,,,,,,,,,,,,,,,,,draftkings,actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,qaiSlo6CyCuFajrKdO5e,2026-09-12,2026-09-12T16:00:00.000Z,2,Oregon,Oklahoma State,17.5,18.0,Oregon -17.5,fanduel,-115,2026-07-03T00:15:22.288Z,19.5,Oklahoma State +19.5,-110,draftkings,17.5,Oregon -17.5,-105,fanduel,59.5,59.5,fanduel,-105,-115,2026-07-03T00:15:22.288Z,59.5,-105,fanduel,59.5,-115,fanduel,590,fanduel,-900,fanduel,"coolbet,draftkings,fanduel,hardrockbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,FUm5phQvKHbdVqEh6cyn,2026-09-12,2026-09-12T19:30:00.000Z,2,Jerry Rice Team,Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,NtdK0vmNaHQiLZSLPpOh,2026-09-12,2026-09-12T23:30:00.000Z,2,Ohio State,Texas,-1.5,-1.5,Texas -1.5,fanduel,-112,2026-07-03T00:15:22.288Z,0.0,Texas PK,-110,draftkings,-1.5,Ohio State +1.5,-108,fanduel,47.5,47.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,47.5,-114,caesars,47.5,-105,fanduel,-122,fanduel,102,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betparx,betrivers,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,paddypower,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,URJmol82GHEuj0hcwFst,2026-09-12,2026-09-12T23:30:00.000Z,2,Iowa State,Iowa,-12.5,-12.5,Iowa -12.5,fanduel,-122,2026-07-03T00:15:22.288Z,-11.5,Iowa -11.5,-110,draftkings,-12.5,Iowa State +12.5,100,fanduel,41.5,41.5,fanduel,-105,-115,2026-07-03T00:15:22.288Z,41.5,-105,fanduel,41.5,-115,fanduel,-610,fanduel,440,fanduel,"coolbet,draftkings,fanduel,hardrockbet,pointsbet,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,yYH5LfsNlvzUqCSwHi41,2026-09-13,2026-09-13T02:15:00.000Z,2,Arkansas,Utah,-7.5,-8.5,Utah -7.5,fanduel,-115,2026-07-03T00:15:07.955Z,-7.5,Utah -7.5,-115,fanduel,-10.0,Arkansas +10,-110,draftkings,55.5,55.5,fanduel,-110,-110,2026-07-03T00:15:07.955Z,55.5,-110,fanduel,55.5,-110,fanduel,-320,fanduel,255,fanduel,"coolbet,draftkings,pointsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,MHdayVACkvNOhCKHZoNl,2026-09-19,2026-09-19T00:00:00.000Z,3,Houston,Texas Tech,-12.5,-12.5,Texas Tech -12.5,fanduel,-115,2026-07-03T00:15:07.955Z,-12.5,Texas Tech -12.5,-115,fanduel,-12.5,Houston +12.5,-105,fanduel,53.5,53.5,fanduel,-110,-110,2026-07-03T00:15:07.955Z,53.5,-110,fanduel,53.5,-110,fanduel,-550,fanduel,400,fanduel,draftkings,actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,TkPdAlDNBRfJBrJvIl7w,2026-09-19,2026-09-19T16:00:00.000Z,3,Georgia,Arkansas,13.5,13.5,Georgia -13.5,fanduel,100,2026-07-03T00:15:07.955Z,13.5,Arkansas +13.5,100,fanduel,13.5,Georgia -13.5,-122,fanduel,55.5,55.5,fanduel,-110,-110,2026-07-03T00:15:07.955Z,55.5,-110,fanduel,55.5,-110,fanduel,470,fanduel,-670,fanduel,,actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,OFkMVsRCxcp4rSpuWUzB,2026-09-19,2026-09-19T19:30:00.000Z,3,Florida State,Alabama,-15.5,-15.5,Alabama -15.5,draftkings,-110,2026-07-03T00:13:41.000Z,-15.5,Alabama -15.5,-110,draftkings,-15.5,Florida State +15.5,-110,draftkings,,,,,,,,,,,,,,,,,draftkings,actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,yCCgZAcv7e3XPpDfC8Vl,2026-09-19,2026-09-19T19:30:00.000Z,3,SMU,Louisville,-1.5,-1.5,Louisville -1.5,draftkings,-110,2026-07-03T00:13:41.000Z,-1.5,Louisville -1.5,-110,draftkings,-1.5,SMU +1.5,-110,draftkings,,,,,,,,,,,,,,,,,draftkings,actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,Dqif0aJhZzB1GITYFgjq,2026-09-19,2026-09-19T23:00:00.000Z,3,Florida,Auburn,0.0,0.0,Auburn PK,draftkings,-110,2026-07-03T00:13:41.000Z,0.0,Auburn PK,-110,draftkings,-0.0,Florida PK,-110,draftkings,,,,,,,,,,,,,,,,,draftkings,actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,37WE79FTeKIKZcrnb2fo,2026-09-19,2026-09-19T23:30:00.000Z,3,LSU,Ole Miss,-2.5,-2.5,Ole Miss -2.5,fanduel,-110,2026-07-03T00:15:22.288Z,-1.5,Ole Miss -1.5,-110,draftkings,-2.5,LSU +2.5,-110,fanduel,57.5,57.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,57.5,-110,betmgm,57.5,-110,fanduel,-130,fanduel,108,fanduel,"1xbet,betmgm,coral,draftkings,fanduel,ladbrokes,paddypower,sportsbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,l7f5wa2auOmvPQYulLaz,2026-09-19,2026-09-19T23:30:00.000Z,3,Michigan State,Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,1YPVmQ9Df1bPJ4bw0sY7,2026-11-08,2026-11-08T00:30:00.000Z,10,Miami-FL,Notre Dame,-6.5,-6.5,Notre Dame -6.5,fanduel,-110,2026-07-03T00:15:22.288Z,-6.5,Notre Dame -6.5,-110,fanduel,-6.5,Miami-FL +6.5,-110,fanduel,54.5,54.5,fanduel,-115,-105,2026-07-03T00:15:22.288Z,54.5,-115,fanduel,54.5,-105,fanduel,-235,fanduel,190,fanduel,"ballybet,betparx,betrivers,casumo,coral,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-17T17:10:02.590959+00:00,XKEAYyoLMp32TugmRNmT,2026-11-28,2026-11-28T17:00:00.000Z,13,Michigan,Ohio State,-11.5,-11.5,Ohio State -11.5,fanduel,-110,2026-07-03T00:15:22.288Z,-11.5,Ohio State -11.5,-110,fanduel,-11.5,Michigan +11.5,-110,fanduel,45.5,45.5,fanduel,-110,-110,2026-07-03T00:15:22.288Z,45.5,-110,fanduel,45.5,-110,fanduel,-480,fanduel,360,fanduel,"ballybet,betparx,betrivers,casumo,fanduel,grosvenor,leovegas,livescorebet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
