snapshot_ts,source,date,away_team,home_team,game_key,book,market,line,price,provider_open_line,provider_open_price,provider_close_line,provider_close_price,book_last_updated,available
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,BetMGM,spread,-8.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,FanDuel,spread,-7.5,-102.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,FanDuel,total,48.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,Caesars,spread,7.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,Caesars,total,48.5,-109.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,DraftKings,spread,-7.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Jacksonville State,North Dakota State,2026-08-29|jacksonville state|north dakota state,DraftKings,total,48.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,BetMGM,spread,-7.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,FanDuel,spread,-8.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,FanDuel,total,53.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,Caesars,spread,-7.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,Caesars,total,52.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,DraftKings,spread,-7.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Sacramento State,Eastern Michigan,2026-08-29|sacramento state|eastern michigan,DraftKings,total,52.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,BetMGM,spread,-30.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,BetMGM,total,53.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,FanDuel,spread,-29.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,FanDuel,total,52.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,Caesars,spread,-30.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,Caesars,total,53.5,-113.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,DraftKings,spread,-30.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,New Mexico State,Florida State,2026-08-29|new mexico state|florida state,DraftKings,total,53.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,BetMGM,spread,-3.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,FanDuel,spread,-4.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,FanDuel,total,50.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,Caesars,spread,-3.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,Caesars,total,50.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,DraftKings,spread,-3.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-29,Hawai'i,Stanford,2026-08-29|hawai i|stanford,DraftKings,total,50.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,BetMGM,spread,-3.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,BetMGM,total,59.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,FanDuel,spread,-4.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,FanDuel,total,58.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,Caesars,spread,-3.5,-113.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,Caesars,total,58.5,-118.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,DraftKings,spread,-3.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-08-30,Memphis,UNLV,2026-08-30|memphis|unlv,DraftKings,total,59.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,BetMGM,spread,-30.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,FanDuel,spread,-30.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,FanDuel,total,54.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,Caesars,spread,-30.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,Caesars,total,54.5,-117.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,DraftKings,spread,-30.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,UMass,Rutgers,2026-09-03|umass|rutgers,DraftKings,total,55.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,BetMGM,spread,-22.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,FanDuel,spread,-22.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,FanDuel,total,49.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,Caesars,spread,-22.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,Caesars,total,49.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,DraftKings,spread,-22.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-03,Akron,Wake Forest,2026-09-03|akron|wake forest,DraftKings,total,49.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,BetMGM,spread,-7.5,100.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,FanDuel,spread,-7.5,-102.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,FanDuel,total,51.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,Caesars,spread,-7.5,-104.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,Caesars,total,51.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,DraftKings,spread,-7.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,Colorado,Georgia Tech,2026-09-04|colorado|georgia tech,DraftKings,total,51.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,BetMGM,spread,-27.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,FanDuel,spread,-27.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,FanDuel,total,56.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,Caesars,spread,-27.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,Caesars,total,56.5,-109.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,DraftKings,spread,-27.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,UAB,Illinois,2026-09-04|uab|illinois,DraftKings,total,56.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,San Jose State,Eastern Michigan,2026-09-04|san jose state|eastern michigan,FanDuel,spread,-3.5,-120.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,San Jose State,Eastern Michigan,2026-09-04|san jose state|eastern michigan,FanDuel,total,54.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,San Jose State,Eastern Michigan,2026-09-04|san jose state|eastern michigan,Caesars,spread,-4.5,-107.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,San Jose State,Eastern Michigan,2026-09-04|san jose state|eastern michigan,Caesars,total,53.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,San Jose State,Eastern Michigan,2026-09-04|san jose state|eastern michigan,DraftKings,spread,-4.0,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-04,San Jose State,Eastern Michigan,2026-09-04|san jose state|eastern michigan,DraftKings,total,53.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,BetMGM,spread,-40.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,FanDuel,spread,-39.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,FanDuel,total,49.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,Caesars,spread,-40.5,-107.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,Caesars,total,50.5,-109.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,DraftKings,spread,-40.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,UTEP,Oklahoma,2026-09-05|utep|oklahoma,DraftKings,total,50.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,BetMGM,spread,-10.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,FanDuel,spread,-11.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,FanDuel,total,48.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,Caesars,spread,-10.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,Caesars,total,49.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,DraftKings,spread,-10.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Toledo,Michigan State,2026-09-05|toledo|michigan state,DraftKings,total,49.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (FL),Stanford,2026-09-05|miami fl|stanford,FanDuel,spread,23.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (FL),Stanford,2026-09-05|miami fl|stanford,FanDuel,total,49.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (FL),Stanford,2026-09-05|miami fl|stanford,Caesars,spread,22.5,-111.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (FL),Stanford,2026-09-05|miami fl|stanford,Caesars,total,49.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (FL),Stanford,2026-09-05|miami fl|stanford,DraftKings,spread,22.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (FL),Stanford,2026-09-05|miami fl|stanford,DraftKings,total,49.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Fresno State,USC,2026-09-05|fresno state|usc,FanDuel,spread,-23.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Fresno State,USC,2026-09-05|fresno state|usc,FanDuel,total,50.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Fresno State,USC,2026-09-05|fresno state|usc,Caesars,spread,-23.5,-102.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Fresno State,USC,2026-09-05|fresno state|usc,Caesars,total,51.5,-107.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Fresno State,USC,2026-09-05|fresno state|usc,DraftKings,spread,-23.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Fresno State,USC,2026-09-05|fresno state|usc,DraftKings,total,51.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,BetMGM,spread,-18.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,BetMGM,total,58.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,FanDuel,spread,-20.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,FanDuel,total,58.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,Caesars,spread,-20.5,-103.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,Caesars,total,58.5,-106.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,DraftKings,spread,-19.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Coastal Carolina,West Virginia,2026-09-05|coastal carolina|west virginia,DraftKings,total,57.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,BetMGM,spread,-26.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,BetMGM,total,54.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,FanDuel,spread,-26.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,FanDuel,total,54.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,Caesars,spread,-26.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,Caesars,total,54.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,DraftKings,spread,-26.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,East Carolina,Alabama,2026-09-05|east carolina|alabama,DraftKings,total,54.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,BetMGM,spread,-40.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,BetMGM,total,55.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,FanDuel,spread,-39.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,FanDuel,total,54.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,Caesars,spread,-40.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,Caesars,total,55.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,DraftKings,spread,-40.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,North Texas,Indiana,2026-09-05|north texas|indiana,DraftKings,total,55.5,-118.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,BetMGM,spread,-18.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,FanDuel,spread,-18.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,FanDuel,total,50.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,Caesars,spread,-18.5,-109.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,Caesars,total,50.5,-114.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,DraftKings,spread,-18.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Oregon State,Houston,2026-09-05|oregon state|houston,DraftKings,total,51.5,102.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,BetMGM,spread,-23.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,BetMGM,total,47.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,FanDuel,spread,-23.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,FanDuel,total,48.5,-115.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,Caesars,spread,-23.5,-108.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,Caesars,total,47.5,-109.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,DraftKings,spread,-23.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Ohio,Nebraska,2026-09-05|ohio|nebraska,DraftKings,total,47.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,BetMGM,spread,-6.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,BetMGM,total,50.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,FanDuel,spread,-6.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,FanDuel,total,52.5,-105.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,Caesars,spread,-6.0,-113.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,Caesars,total,51.5,-106.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,DraftKings,spread,-6.0,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Liberty,James Madison,2026-09-05|liberty|james madison,DraftKings,total,50.5,-112.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (OH),Pittsburgh,2026-09-05|miami oh|pittsburgh,BetMGM,spread,-16.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (OH),Pittsburgh,2026-09-05|miami oh|pittsburgh,FanDuel,spread,-16.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (OH),Pittsburgh,2026-09-05|miami oh|pittsburgh,FanDuel,total,50.5,-110.0,,,,,,
2026-07-17T05:24:54+00:00,Action Network,2026-09-05,Miami (OH),Pittsburgh,2026-09-05|miami oh|pittsburgh,Caesars,spread,-16.5,-106.0,,,,,,
